ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain
171,1945,Graduation,Divorced,58103.18,1,0,2014-02-21,50,2390.17,75.43,597.2,135.98,83.09,436.92,3,9,1,9,15,0,0,0,0,1,1,0
172,1981,Graduation,Divorced,50618.93,0,2,2019-12-14,68,600.71,70.56,93.47,219.35,22.76,301.79,10,9,2,23,14,0,0,0,0,0,0,0
173,1951,Master,Absurd,103316.08,1,0,2014-09-10,113,2458.79,37.89,249.3,61.22,32.29,326.8,4,7,1,7,17,0,0,0,0,0,0,0
174,1995,Graduation,Divorced,32973.51,1,2,2013-03-07,167,713.39,71.3,167.62,81.44,48.56,732.59,3,9,1,9,12,0,0,0,1,1,0,0
175,1983,Graduation,Widow,59199.32,2,2,2016-04-07,340,2397.28,102.22,342.81,171.0,30.88,82.59,4,7,1,11,18,0,0,1,0,0,1,0
176,1956,Graduation,Married,62248.9,0,0,2018-12-14,65,798.37,134.03,152.35,117.16,84.57,362.46,8,9,2,18,7,0,0,0,0,0,0,0
177,1951,Graduation,Married,69278.73,0,1,2014-09-05,188,2174.4,66.24,388.51,76.82,20.03,627.53,7,8,1,12,19,0,0,0,0,0,0,0
178,1964,Graduation,Together,89762.3,1,0,2018-12-22,71,1183.15,50.4,296.39,206.11,44.64,566.92,5,10,3,5,14,0,1,0,0,0,0,0
179,1971,Graduation,Single,56619.9,0,0,2019-05-14,13,562.79,147.69,158.66,112.37,36.34,414.4,4,6,3,11,18,0,0,0,0,0,0,0
180,1959,PhD,Married,103895.39,0,2,2012-09-13,185,726.29,49.92,199.06,57.97,63.09,550.61,5,13,2,12,25,0,0,0,0,0,0,0
181,1949,Graduation,Single,68818.9,1,1,2016-07-07,340,1505.38,76.45,345.33,184.44,61.73,734.43,8,11,0,10,12,0,1,0,0,1,0,0
182,1952,Master,Married,139010.98,1,1,2018-08-02,18,1615.17,60.03,221.16,259.66,30.77,173.36,1,6,2,6,11,0,0,0,1,0,0,0
183,1972,PhD,Single,76990.77,0,1,2019-07-08,21,713.1,164.81,241.64,78.09,55.48,95.09,8,11,1,12,18,0,0,0,0,0,1,0
184,1940,Graduation,Married,57507.83,1,2,2013-01-10,2,1959.49,90.6,565.14,132.78,77.81,371.02,2,5,5,15,14,0,0,0,0,0,0,0
185,1972,Basic,Alone,34824.15,1,0,2018-06-21,103,916.32,22.31,205.92,58.03,81.57,547.26,3,7,1,13,17,0,1,0,0,0,0,0
186,1950,Graduation,Widow,82112.03,2,1,2013-04-10,221,1176.02,75.29,160.6,77.59,42.12,635.39,2,6,5,8,10,0,0,0,0,1,0,0
187,1983,Basic,YOLO,58367.74,0,0,2014-10-17,240,1212.13,107.38,289.8,123.66,35.6,309.56,3,16,4,17,15,1,0,0,1,0,0,0
188,1943,Graduation,Together,84350.67,1,1,2017-11-17,323,1604.84,35.85,454.78,124.42,47.14,428.8,6,4,2,12,19,1,0,0,0,0,0,0
189,1951,Graduation,Married,78330.7,1,0,2018-10-23,223,328.74,54.03,189.11,118.73,34.15,143.95,3,7,8,13,12,0,0,0,0,0,0,0
190,1940,Master,Widow,75941.25,1,1,2018-03-01,64,699.55,54.89,316.81,172.27,37.03,1269.35,2,6,4,18,21,0,0,0,1,0,0,0
191,1948,Master,Divorced,89454.39,0,0,2019-04-13,202,399.36,99.79,113.09,196.08,27.23,142.28,4,4,2,14,15,1,0,0,0,0,0,0
192,1984,Master,Married,82026.86,2,0,2014-03-02,234,1797.75,81.36,180.39,152.79,43.65,761.4,6,4,2,13,12,0,0,0,0,1,0,0
193,1997,Graduation,Together,45839.47,1,0,2015-07-22,311,446.23,50.04,335.86,102.81,40.78,784.5,6,9,2,8,16,1,0,0,0,0,1,0
194,1968,Graduation,Divorced,60136.14,0,1,2013-02-07,233,1304.61,97.23,226.93,95.98,55.93,190.3,2,7,2,17,13,0,0,0,0,0,0,0
195,1970,Graduation,Together,88843.5,1,0,2016-05-13,61,727.12,118.76,288.75,83.39,28.61,111.21,7,5,1,18,14,0,0,0,0,0,0,0
196,1949,Graduation,YOLO,50292.09,0,0,2016-07-03,341,1378.03,127.66,267.66,76.95,21.66,83.22,5,6,5,9,15,0,0,0,0,1,1,1
197,1942,Graduation,Married,49406.1,2,0,2016-01-05,315,653.56,75.87,427.58,225.13,73.73,654.52,5,3,1,5,20,0,0,0,0,1,0,0
198,1976,Graduation,Married,68381.12,1,2,2014-09-11,87,1548.67,49.5,210.89,219.08,45.31,784.37,4,5,4,18,14,0,0,0,0,0,0,0
199,1966,Graduation,Widow,73857.61,0,0,2012-04-22,51,615.63,62.94,371.69,114.53,51.84,551.0,1,10,6,14,13,0,0,0,0,0,0,0
200,1976,Graduation,Single,68771.51,1,1,2013-01-07,53,1289.44,88.35,422.51,165.4,30.37,336.97,6,6,8,19,13,0,0,0,0,0,0,0
201,1991,Graduation,Single,56702.5,1,1,2012-01-20,357,1470.22,44.33,266.07,166.83,34.37,347.13,6,6,4,8,16,0,0,1,1,0,0,0
202,1970,2n Cycle,Together,27069.98,1,2,2012-08-14,328,743.52,108.81,352.3,46.65,89.9,181.21,5,7,1,15,11,0,0,0,0,0,0,0
203,1955,Graduation,Divorced,77378.26,1,0,2018-01-21,138,1008.89,113.27,460.3,156.43,59.55,993.91,2,9,7,15,17,0,0,0,0,0,0,0
204,1975,Master,Married,99126.84,0,0,2012-12-27,315,1136.29,121.77,318.45,67.61,65.27,173.4,8,2,3,8,12,0,0,0,0,0,0,0
205,1962,Master,Together,74078.27,0,2,2016-01-22,101,963.89,94.13,276.82,73.07,66.1,821.89,3,10,6,13,17,0,0,0,0,0,0,1
206,1987,Graduation,Divorced,67193.72,1,0,2016-10-28,99,717.1,70.47,282.01,66.67,52.92,246.66,7,11,2,10,20,0,1,0,0,0,0,0
207,1985,Master,Widow,99749.91,0,0,2014-04-24,170,1088.57,73.01,311.18,196.49,21.38,1047.06,6,7,3,11,19,0,0,1,0,1,0,0
208,1941,Graduation,Together,83663.3,1,0,2015-11-25,161,417.5,159.1,358.1,94.66,57.55,358.42,2,7,2,10,15,0,0,1,1,1,0,0
209,1996,Master,Single,61991.07,2,0,2014-12-19,349,855.66,35.48,239.29,94.67,46.15,250.72,4,11,1,11,21,0,0,1,0,0,0,0
210,1957,2n Cycle,Married,54965.07,1,1,2018-01-26,147,1393.62,33.39,103.1,32.63,36.78,199.22,4,7,2,2,16,0,0,0,0,0,0,0
211,1949,PhD,Alone,136675.63,2,1,2012-03-16,75,961.87,12.97,253.4,123.06,20.19,129.38,5,9,3,18,10,0,0,0,1,0,0,0
212,1994,Graduation,Divorced,49824.22,1,0,2018-02-28,278,293.6,54.57,379.82,164.38,82.46,346.19,3,9,2,11,12,0,0,0,0,0,0,0
213,1962,Graduation,Married,91093.16,1,0,2012-03-08,265,917.4,117.48,273.18,87.41,45.82,375.42,7,5,3,10,15,0,0,0,0,0,0,0
214,1977,PhD,Absurd,86951.09,1,1,2013-02-01,322,1600.27,99.78,408.03,108.66,61.75,694.33,7,11,5,10,10,0,1,0,0,0,1,0
215,1941,Graduation,Married,88824.32,2,2,2014-02-09,202,574.54,112.5,457.83,186.93,47.62,1065.08,11,7,3,13,16,0,0,0,0,0,1,0
216,1954,Graduation,Together,79311.32,1,0,2017-02-10,128,1184.9,74.47,522.25,53.16,16.15,564.77,11,5,1,16,13,1,0,0,0,0,0,0
217,1979,Graduation,Widow,47112.13,2,1,2017-11-17,124,1335.77,109.46,169.72,177.36,57.73,158.14,6,6,3,11,14,0,0,0,0,0,1,0
218,1993,Basic,Together,25064.84,0,1,2018-03-17,60,523.1,55.74,175.99,83.6,49.94,133.56,6,8,3,17,12,0,0,0,1,0,0,0
219,1993,Basic,Absurd,34622.93,0,1,2015-11-20,86,282.33,40.62,177.65,138.69,61.96,212.6,6,10,5,11,10,0,0,0,0,1,1,0
220,1963,Graduation,Alone,74915.86,1,0,2015-08-08,202,497.46,74.7,292.05,227.82,77.2,529.09,3,6,2,15,20,0,0,0,0,1,0,0
221,1968,PhD,Alone,96089.59,2,0,2017-12-20,299,1169.66,51.53,611.77,79.69,103.53,250.93,7,5,5,11,10,0,0,0,0,0,0,0
222,1979,Graduation,Together,54897.07,0,2,2016-07-05,309,1293.32,44.87,95.26,25.6,56.44,158.63,10,11,1,10,14,0,0,0,0,0,0,0
223,1943,Graduation,YOLO,75315.51,0,0,2014-09-07,151,684.71,85.75,268.72,57.52,85.03,461.99,2,5,4,15,16,0,1,0,0,0,0,0
224,1941,Graduation,Divorced,52728.72,1,0,2012-04-25,247,374.93,60.97,377.67,64.81,32.52,485.34,5,8,1,11,18,0,0,0,0,0,0,0
225,1998,Graduation,Together,54158.26,1,0,2019-03-13,238,1126.71,68.72,133.14,230.71,33.46,191.25,7,10,4,7,13,0,0,0,0,0,0,0
226,1959,Graduation,Widow,76437.09,0,2,2013-05-28,38,1661.21,15.4,278.27,137.1,54.01,187.33,5,13,2,18,18,0,0,1,0,0,0,0
227,1941,2n Cycle,Together,30081.69,0,1,2019-08-02,144,787.08,64.5,180.9,306.76,43.65,0.0,7,5,1,13,12,0,1,0,0,0,0,0
228,1956,2n Cycle,Married,52491.25,0,0,2019-11-10,334,1127.87,40.72,250.77,118.73,41.94,649.86,5,6,2,16,13,0,0,0,0,0,0,0
229,1975,Graduation,Together,60293.74,0,1,2013-02-04,52,1102.35,135.01,466.86,328.93,31.9,355.62,5,11,5,9,20,0,0,0,0,1,0,0
230,1959,Master,Together,112452.94,2,0,2013-12-21,30,1900.57,57.07,491.72,68.93,43.8,369.73,2,8,1,9,7,0,0,0,1,1,0,0
231,1943,2n Cycle,Married,44331.74,0,0,2018-07-14,77,1295.51,84.81,420.2,94.65,24.5,0.0,4,8,0,12,18,0,0,0,0,1,0,0
232,1946,2n Cycle,Divorced,40807.75,1,2,2019-05-08,20,373.03,49.2,225.15,23.84,106.29,248.27,3,8,3,13,17,0,0,0,0,0,0,0
233,1954,Graduation,Single,58170.55,1,0,2017-10-15,236,1684.59,62.06,140.93,83.12,17.78,328.01,4,3,0,11,21,0,0,0,1,0,0,0
234,1998,Master,Married,70701.21,0,1,2013-10-21,231,1669.34,118.44,321.46,77.77,48.54,316.37,7,5,4,11,14,0,0,0,0,0,0,0
235,1977,Graduation,Single,71549.98,2,1,2012-08-16,211,1690.72,79.2,192.98,72.96,61.63,346.39,5,12,6,12,7,0,0,0,0,0,1,0
236,1980,Graduation,Together,79678.25,1,2,2018-07-09,145,545.19,50.01,270.92,159.7,50.56,143.64,6,6,7,14,24,0,0,1,0,0,0,0
237,1994,Graduation,Single,60668.28,1,2,2019-03-11,160,1935.54,83.18,735.51,27.75,29.88,272.89,7,4,5,16,13,0,0,0,0,0,0,0
238,1989,Master,Married,77198.21,1,1,2012-09-21,66,1564.69,185.2,270.05,184.55,23.24,496.27,1,9,3,9,15,0,0,0,0,0,1,0
239,1990,Graduation,Together,70917.34,1,1,2018-03-05,32,1306.97,51.96,361.6,75.73,47.46,742.4,4,11,5,13,16,0,0,0,1,0,0,0
240,1991,Graduation,Married,40013.32,0,0,2014-08-05,169,71.96,41.21,206.88,297.53,58.64,78.77,7,10,2,10,22,0,0,0,0,0,0,0
241,1955,PhD,Divorced,117795.1,2,0,2018-07-20,56,854.84,56.64,323.17,128.81,45.28,199.39,0,7,5,19,12,1,0,0,0,0,0,0
242,1944,Graduation,Single,70380.32,0,0,2014-11-05,186,934.75,73.37,413.02,275.65,120.62,374.95,3,9,2,12,16,0,0,0,0,0,0,0
243,1955,Graduation,Divorced,72335.66,0,1,2017-11-17,129,778.9,53.95,382.55,139.77,70.83,0.0,6,4,3,11,18,0,0,0,0,0,0,0
244,1995,Graduation,Married,47790.13,0,2,2016-08-11,83,460.69,60.4,105.42,216.37,16.1,413.69,6,12,3,12,15,0,0,0,0,0,0,0
245,1952,Master,Single,75084.55,0,2,2012-06-02,275,2095.26,124.49,321.12,162.59,18.69,381.79,7,9,1,9,13,0,0,0,0,0,0,0
246,1972,2n Cycle,Together,36514.01,2,0,2014-01-23,169,635.71,84.08,237.23,133.46,22.34,673.28,4,7,6,25,23,0,0,0,1,0,1,1
247,1996,Graduation,Single,58619.85,0,0,2017-12-03,34,676.1,130.71,286.89,36.17,69.45,304.02,2,8,1,3,17,1,0,0,0,0,0,0
248,1995,Graduation,Divorced,53471.82,1,0,2012-05-22,270,1374.91,108.33,225.63,212.71,34.92,768.92,6,11,0,17,21,0,0,0,1,0,0,0
249,1963,Graduation,Together,49137.85,1,2,2013-07-23,94,1025.95,156.55,167.98,198.62,24.69,559.13,2,6,2,15,23,0,0,0,0,0,0,0
250,1945,Graduation,Widow,75164.82,0,0,2013-08-19,64,1503.27,86.89,333.86,46.07,75.95,685.04,5,7,1,9,11,0,0,0,1,0,0,0
251,1949,Master,Married,95141.82,2,1,2016-03-22,21,1564.02,83.68,348.24,140.98,29.56,784.15,4,12,3,7,17,0,0,0,0,0,0,0
252,1979,PhD,Divorced,107273.78,0,2,2018-05-05,356,1312.93,50.66,190.43,185.63,27.08,849.36,6,10,6,11,20,0,1,0,1,0,0,0
253,1948,Master,Single,100167.71,2,0,2017-09-03,220,1164.8,58.67,512.5,37.0,55.98,430.71,4,4,3,12,15,0,0,0,1,0,0,0
254,1978,Graduation,Married,76251.01,1,2,2012-03-11,105,1629.83,101.09,407.91,155.5,118.54,193.53,5,8,4,8,14,0,0,0,1,0,0,0
255,1941,Graduation,Alone,60696.84,0,1,2019-12-20,42,1110.48,70.36,154.64,53.64,9.5,517.48,6,10,3,20,17,0,0,0,0,0,0,0
256,1973,Graduation,Single,75224.75,2,2,2017-06-24,35,569.4,21.66,260.96,214.57,32.26,396.45,10,12,4,7,8,0,0,0,1,0,0,0
257,1988,2n Cycle,Widow,22856.25,0,1,2018-11-09,112,145.37,33.23,515.6,122.4,37.38,280.83,5,9,5,12,22,0,0,0,0,1,0,0
258,1954,Master,YOLO,129394.0,1,0,2014-10-28,323,1679.59,36.17,381.56,65.8,79.72,288.23,2,11,2,8,18,0,1,0,0,0,0,0
259,1982,PhD,Married,74442.69,1,1,2015-02-24,145,522.69,41.44,262.21,104.99,72.1,115.29,3,5,2,11,13,0,1,0,0,0,0,0
260,1943,Graduation,Single,88315.39,0,0,2014-02-26,55,895.27,54.14,361.8,176.24,36.37,199.9,11,8,3,19,15,0,0,1,0,0,0,1
261,1996,Master,Single,82201.97,2,1,2013-10-04,30,561.8,90.98,148.86,108.71,77.08,864.55,7,11,4,5,17,0,0,0,1,0,0,0
262,1952,Master,Married,112681.97,0,0,2014-11-07,141,923.37,48.77,261.99,196.54,84.53,53.35,9,9,2,6,24,0,0,0,0,1,0,0
263,1943,Graduation,Single,70823.22,0,1,2019-08-18,121,433.58,69.57,322.7,139.64,14.45,788.3,5,12,4,16,16,0,1,0,1,0,0,0
264,1999,PhD,Together,78871.01,1,1,2017-03-07,314,1994.16,84.39,284.07,308.35,40.45,345.39,10,10,4,15,15,0,1,0,0,0,0,0
265,1964,Master,Divorced,93393.42,0,2,2016-03-12,42,1921.37,113.89,314.04,122.63,63.87,935.7,2,9,4,15,13,1,0,0,0,0,0,0
266,1964,2n Cycle,Single,61538.22,0,0,2018-04-21,227,817.0,54.83,317.85,101.33,26.22,105.19,3,14,3,19,16,0,0,0,1,0,0,0
267,1941,PhD,Married,90360.13,0,2,2017-07-04,37,1057.96,74.83,357.86,67.0,45.89,646.05,7,10,0,10,14,0,0,1,1,0,0,0
268,1950,PhD,Alone,117163.92,0,0,2016-01-14,326,1859.18,76.86,57.53,131.91,45.39,344.0,5,8,1,12,16,0,0,0,0,0,0,0
269,1975,Basic,Married,50597.57,0,2,2019-02-19,59,1263.66,38.18,307.99,120.24,93.28,350.5,7,7,3,11,15,0,0,0,1,0,0,1
270,1941,Graduation,Divorced,86535.99,0,1,2017-11-09,300,1778.11,89.73,611.68,61.98,47.69,65.65,4,13,6,8,21,0,0,0,0,0,0,0
271,1959,Graduation,Married,61170.58,0,2,2013-10-09,272,1359.59,44.97,242.33,89.6,50.32,96.15,6,12,2,6,12,0,0,0,0,1,0,0
272,1958,Graduation,Absurd,70832.83,1,0,2017-09-03,108,2009.53,54.04,311.02,57.03,66.96,133.05,7,6,4,14,20,1,0,0,0,0,0,0
273,1972,Graduation,Widow,88328.46,2,1,2012-07-25,174,1804.92,35.24,349.37,237.01,30.57,581.87,4,12,1,11,18,0,0,1,0,0,0,0
274,1963,Master,Single,135642.42,1,0,2013-04-17,320,2746.84,101.2,338.96,64.68,20.3,255.7,4,10,2,13,13,0,0,0,0,0,1,0
275,1981,Master,Married,78663.11,1,0,2013-03-09,288,1210.35,56.75,194.38,128.06,59.7,1154.57,7,6,3,15,13,0,0,0,1,0,0,0
276,1962,Graduation,Together,55414.1,0,0,2013-05-11,77,1587.31,139.99,353.57,161.54,48.18,1151.9,7,7,3,12,8,0,0,0,1,0,0,0
277,1942,2n Cycle,Married,38364.13,1,1,2014-02-13,185,431.98,36.55,356.68,75.27,44.52,638.85,3,6,1,15,13,0,1,0,1,0,0,0
278,1997,Basic,Divorced,44064.38,1,2,2013-12-27,216,393.36,57.36,212.82,56.7,43.68,249.45,3,10,7,19,14,0,0,0,0,0,0,0
279,1960,Basic,Married,43576.29,0,0,2019-06-16,137,1137.4,77.75,473.33,52.18,64.65,54.81,2,7,1,16,11,0,1,0,1,0,0,1
280,1986,PhD,Divorced,61808.48,0,1,2016-03-07,335,1301.37,55.7,226.85,147.07,101.24,282.75,1,10,6,17,13,0,0,0,1,0,0,0
281,1999,Graduation,Divorced,39958.27,2,0,2012-04-01,348,726.25,93.85,394.08,104.8,54.66,528.0,4,6,3,13,24,1,1,0,1,0,0,0
282,1941,2n Cycle,Together,61151.62,0,0,2017-09-15,38,941.4,142.89,377.31,148.96,55.81,290.95,3,6,5,10,12,0,0,0,0,0,0,0
283,1975,Graduation,Married,68177.27,1,0,2016-10-27,263,779.81,132.39,503.75,136.94,26.66,437.11,7,13,5,15,13,0,0,0,0,0,0,0
284,1972,Master,Married,106138.81,0,0,2014-04-02,295,473.69,29.89,233.67,0.0,59.75,198.13,4,12,1,17,21,0,1,0,0,0,1,0
285,1981,Graduation,Married,58477.36,2,0,2014-03-24,66,976.11,121.89,333.82,193.17,51.36,0.0,9,4,2,7,10,0,0,0,1,0,1,1
286,1951,Master,Married,86323.72,0,0,2016-08-18,315,1132.1,65.88,165.32,187.36,59.67,441.05,10,8,6,16,15,0,0,0,0,0,0,0
287,1978,2n Cycle,Married,33079.07,1,2,2016-08-04,186,626.5,58.98,178.49,67.03,72.7,118.43,9,11,4,12,18,0,0,0,0,0,0,0
288,1944,PhD,Together,114292.04,2,0,2013-09-04,254,431.41,35.46,601.57,83.31,36.94,662.62,9,10,3,18,15,0,0,0,0,0,0,0
289,1947,Basic,Single,60714.37,1,0,2017-04-08,131,655.11,40.02,345.73,193.25,62.52,718.29,6,8,2,14,21,0,0,0,0,1,0,0
290,1985,Basic,YOLO,43912.86,0,0,2018-10-06,101,572.45,54.46,272.67,297.62,52.87,135.0,3,12,1,18,15,0,0,0,0,0,0,0
291,1945,Master,Widow,99867.99,2,0,2016-01-12,219,995.74,64.57,291.7,102.68,57.32,382.19,6,11,0,13,19,0,0,0,1,0,0,0
292,1978,Graduation,Single,55968.02,0,0,2019-02-02,239,840.06,46.75,274.6,85.91,31.27,192.22,8,6,3,12,11,0,0,0,0,0,0,0
293,1965,Master,Divorced,131794.73,0,0,2016-01-15,266,1568.04,61.34,252.61,222.1,132.21,694.52,3,4,4,12,20,1,0,0,1,0,0,0
294,1950,PhD,Divorced,72846.16,1,0,2012-01-01,258,1418.28,41.41,389.24,88.23,14.36,460.92,8,8,2,14,17,0,0,0,0,0,0,0
295,1952,Graduation,Married,64149.48,0,2,2017-08-27,321,1407.09,150.39,198.41,152.92,39.38,519.31,2,7,6,9,15,0,0,0,1,1,0,0
296,1959,Basic,Married,49064.29,1,0,2019-04-02,228,635.88,115.8,467.31,198.76,47.47,183.26,9,5,4,13,14,1,0,0,0,0,0,0
297,1998,PhD,Divorced,91114.61,1,0,2016-08-22,305,2214.08,96.91,257.47,123.54,26.12,549.97,4,12,5,7,17,0,0,0,0,0,0,0
298,1943,Graduation,Divorced,83857.66,1,0,2018-12-09,111,1216.13,109.2,220.19,141.13,34.56,0.0,3,8,4,6,9,0,0,0,1,0,0,0
299,1956,Graduation,Married,69482.23,0,1,2018-02-11,305,1256.49,60.62,225.77,94.19,40.24,216.15,5,11,3,13,10,0,0,0,0,0,1,0
300,1947,Graduation,Married,54829.39,2,1,2016-11-08,348,1466.5,65.53,230.2,203.83,131.69,189.99,7,9,3,11,14,0,0,0,0,0,1,0
301,1977,Graduation,Single,46296.63,0,0,2014-09-05,323,555.4,165.89,274.48,278.69,43.33,282.54,5,13,7,20,15,1,0,0,1,0,0,0
302,1981,Basic,Married,58249.48,2,1,2016-06-17,59,1200.68,94.99,296.98,185.66,29.02,92.58,6,8,6,14,11,0,0,0,0,0,0,0
303,1940,Graduation,Together,69118.23,1,1,2015-05-02,26,1789.25,161.22,125.82,114.12,81.83,497.65,7,2,0,10,15,0,0,0,0,0,0,1
304,1958,Graduation,Absurd,50476.71,0,0,2017-07-25,56,1667.16,31.6,178.56,75.41,28.9,345.02,4,11,3,10,20,0,0,0,0,0,0,0
305,1965,Master,Widow,84243.59,0,0,2013-06-03,354,1304.1,39.5,638.19,126.96,31.11,0.0,6,8,4,12,12,0,0,0,0,0,1,0
306,1953,Graduation,Divorced,65503.94,1,2,2012-02-08,328,1609.11,46.77,538.43,16.5,77.37,195.63,6,6,1,9,11,0,0,0,0,1,0,0
307,1981,Graduation,Married,48323.41,1,2,2018-10-14,81,346.3,57.87,435.38,72.06,109.71,272.17,3,5,7,11,19,0,0,1,0,1,1,0
308,1998,Graduation,Together,44143.9,1,0,2019-12-07,146,1136.47,76.15,179.65,114.55,57.84,438.13,4,10,4,5,13,1,0,0,0,0,0,0
309,1951,Graduation,Together,75841.19,1,0,2015-07-13,301,1792.23,63.82,200.2,126.44,41.57,357.39,6,7,1,11,17,0,0,0,0,1,0,0
310,1988,Basic,Married,46796.75,0,1,2017-12-06,20,728.13,86.06,359.37,80.59,51.6,1093.1,4,13,3,8,19,0,0,1,0,1,0,0
311,1995,Graduation,Single,33772.43,0,1,2015-11-10,204,484.39,100.8,347.79,86.85,62.47,492.79,6,3,2,12,17,0,0,0,0,0,0,0
312,1993,Graduation,Together,46574.34,1,0,2015-07-15,85,416.41,91.25,251.46,48.27,56.84,108.96,2,8,4,13,13,0,0,1,0,0,0,0
313,1983,Master,Married,114163.02,0,0,2015-01-09,310,1127.1,94.17,194.95,221.46,17.4,143.97,7,5,5,12,9,0,1,0,0,0,0,0
314,1991,Master,Widow,77006.57,2,0,2016-08-27,324,767.16,99.56,146.59,159.29,77.57,233.31,8,2,1,9,14,0,0,0,1,0,0,0
315,1989,Master,Together,66766.5,1,0,2013-03-02,363,845.39,128.33,391.43,256.42,51.59,531.08,5,10,2,10,11,0,0,0,0,0,0,0
316,1966,PhD,Alone,77674.65,1,1,2017-07-18,89,629.27,110.23,297.37,110.66,80.64,484.46,2,5,3,13,21,1,0,0,0,0,0,1
317,1957,Graduation,Married,95599.66,0,0,2019-01-25,3,614.98,142.42,209.72,139.7,95.54,839.69,7,7,3,12,18,0,0,0,0,0,0,0
318,1969,Basic,Married,31551.51,1,1,2014-06-11,221,243.15,71.95,102.7,71.09,68.97,206.16,12,7,3,16,18,0,0,0,0,0,1,0
319,1965,Master,Together,112931.95,1,1,2017-03-26,115,1268.52,101.49,301.2,233.2,21.4,153.76,5,9,1,18,21,0,0,0,0,0,0,0
320,1950,Graduation,Married,91938.69,1,2,2015-08-06,104,776.18,86.08,447.18,94.62,22.93,508.29,5,8,3,9,22,0,0,0,0,0,0,0
321,1986,PhD,Single,108648.59,0,0,2015-08-25,143,410.89,85.32,387.0,174.05,38.23,67.74,9,8,1,9,14,0,1,1,0,0,0,0
322,1994,2n Cycle,Divorced,19851.74,1,1,2019-03-17,295,876.98,36.76,169.64,130.22,40.63,296.83,7,5,6,9,12,0,0,0,0,1,0,0
323,1984,2n Cycle,Married,52600.74,1,1,2013-12-27,233,1299.1,79.51,325.98,73.57,37.47,105.3,9,8,3,19,14,0,1,0,0,0,0,0
324,1989,2n Cycle,Married,48009.75,0,0,2019-02-15,52,241.19,74.2,232.72,79.83,104.56,545.76,9,6,4,12,17,0,0,0,0,1,0,0
325,1997,Graduation,Alone,43511.71,2,0,2018-10-04,305,562.9,38.6,361.7,189.57,57.56,0.0,1,12,5,13,15,0,1,0,0,0,1,0
326,1960,Graduation,Divorced,66285.61,0,1,2012-09-14,213,909.05,72.94,180.09,26.13,38.41,0.0,5,13,7,12,18,1,0,0,0,0,0,0
327,1970,Master,Divorced,99022.27,1,0,2018-01-11,119,723.27,86.33,182.8,199.21,29.1,334.39,7,5,1,10,8,0,0,1,1,0,0,0
328,1942,Graduation,Absurd,95211.16,0,2,2012-05-22,324,2152.51,25.91,344.53,104.12,53.1,349.54,3,14,4,13,8,0,0,0,0,0,0,0
329,1954,Graduation,Together,62196.08,1,0,2019-03-12,339,1363.67,53.11,212.96,41.65,43.38,125.27,5,9,5,7,20,0,0,0,0,0,0,0
330,1994,PhD,Divorced,73937.46,0,0,2015-03-10,301,2367.16,103.77,328.6,454.88,58.16,118.04,2,9,2,15,19,0,0,1,0,0,0,0
331,1960,Graduation,Together,85193.08,0,0,2013-07-09,154,2729.06,107.41,281.17,426.92,56.37,400.06,6,7,3,9,18,0,0,0,1,0,1,0
332,1984,Graduation,Divorced,40234.25,1,1,2018-09-22,103,476.98,53.4,347.02,83.63,44.29,487.66,8,7,5,14,14,0,0,0,0,0,0,0
333,1948,Graduation,Married,53715.01,1,1,2016-09-13,270,1367.95,94.8,152.72,88.55,52.39,1158.49,8,4,3,14,19,0,0,0,1,1,0,0
334,1945,Graduation,Married,62890.08,0,1,2013-09-16,338,1157.6,74.22,222.03,193.11,24.95,233.62,10,13,3,14,13,0,0,0,0,0,1,0
335,1975,PhD,Absurd,101691.36,1,0,2019-01-28,161,1786.47,10.11,315.39,177.5,21.76,814.17,2,11,5,10,15,0,1,0,0,0,0,0
336,1941,Graduation,Married,67527.18,2,0,2013-03-06,255,1209.57,119.07,236.0,123.52,58.52,531.25,6,7,3,10,15,0,0,0,1,0,0,0
337,1959,Master,Together,113032.59,1,2,2012-09-22,202,1181.17,49.35,131.39,84.1,35.3,358.6,4,5,1,11,16,0,0,0,0,0,0,0
338,1962,2n Cycle,Divorced,54994.94,2,0,2018-12-19,298,956.87,37.13,389.84,185.25,32.07,307.04,3,6,0,10,19,0,0,0,0,0,0,0
339,1972,Graduation,Together,54972.53,2,2,2016-03-02,33,1223.37,37.39,345.15,165.58,17.07,74.19,7,7,5,8,13,0,0,0,0,0,0,0
340,1968,2n Cycle,Together,31969.64,0,0,2017-10-14,109,368.66,98.67,271.3,178.32,42.56,80.2,7,5,5,17,14,0,0,0,0,0,0,0
341,1946,Master,Married,76715.27,1,2,2014-10-22,79,1005.4,65.31,179.1,79.72,76.78,536.92,3,7,5,12,15,0,1,0,0,0,1,1
342,1950,Basic,Married,42272.47,1,0,2014-06-12,60,558.11,164.88,458.64,189.76,39.93,618.49,5,5,3,14,19,0,0,0,0,0,0,0
